0.54,-0.53,0.87049458029523
-0.55,0.14,0.045855967150374
0.67,0.33,0.39458139113277
0.44,0.6,-0.49793181836624
-0.32,0.52,-0.34085099946081
-0.41,0.59,-0.32718427035641
0.65,0.85,-0.63705108618934
-0.16,-0.6,0.71925769597051
0.26,-0.42,0.4281771666741
0.38,-0.74,1.084141843025
0.61,0.61,0.036352825006519
-0.66,0.26,0.19462431554666
-0.57,-0.95,1.1407627274643
0.37,-0.06,-0.24924804834457
0.34,0.51,-0.24335938592362
-0.2,-0.13,0.13410457066104
0.98,0.26,0.41925894347148
-1,0.65,0.61373975612945
-0.42,0.45,-0.19238131532019
0.24,0.27,-0.17669864988147
-0.03,0.84,-1.2149308924547
-0.15,-0.39,0.68433673528881
0.68,0.7,-0.49901263145363
0.02,-0.07,0.053787044136398
-0.73,-0.6,1.2802745615936
0.19,0.89,-1.2148056143866
-1,0.54,0.35398088835343
0.14,-0.57,0.69167375371869
0.6,-0.49,0.20802579729132
0.38,-0.07,0.18169552994326
-0.98,-0.82,2.1078738615433
0.8,-1,1.7417338560705
0.44,0.81,-0.55991075741683
0.65,-0.98,1.3727493857399
0.26,-0.12,-0.042543545160333
0.29,-0.78,0.87894075331215
-0.29,-0.86,0.8747818379124
-0.16,-0.61,0.74741607447542
0.84,0.87,-0.22168839026765
0.32,-0.89,1.3256779226373
-0.74,-0.49,0.84482393393562
1,-0.74,1.9501425317021
-0.96,0.14,0.46003153788739
-0.3,0.65,-0.4776727498931
0.65,-0.93,1.6025642629961
-0.43,0.68,-0.58492287692053
-0.74,-0.63,1.2340725965616
0.68,0.7,-0.27606547823181
-0.83,0.33,-0.16025335381622
0.73,0.44,0.22913237277148
-0.79,0.01,0.7164924267781
0.66,-0.07,0.20829291267081
0.16,-0.5,0.48035911407625
0.32,-0.01,0.024559065524902
-0.64,-0.37,0.88992130707243
0.11,-0.37,0.39791076913437
0.15,0.1,-0.084622185911879
-0.11,0.2,-0.33583857140505
-0.77,0.6,0.039135865230094
-0.16,0.89,-1.0251404650833
0.67,0.41,0.17742653523053
0.56,0.93,-0.52656508856524
0.78,0.24,0.62171108740632
0.63,0.96,-0.32167760537884
-0.43,0.36,0.025415422822837
0.39,-0.22,0.54182504991675
-0.63,0.05,0.15174591321366
0.71,0.53,-0.2216922955339
0.56,0.03,0.2234606023647
-0.48,0.93,-0.55683120376554
0.67,0.63,-0.32274717869046
-0.45,-0.19,0.24108089736568
-0.28,0.45,-0.25613410629509
-1,-0.05,1.0001146709996
0.04,-0.16,0.1395643942534
-0.16,-0.29,0.3618963754692
-0.75,-0.61,1.4306421581164
-0.36,-0.98,1.5129937368547
0.64,-0.73,0.94999880699613
0.99,-0.8,1.7971274705255
0.63,0.37,0.10600342230353
-0.01,1,-0.94527109379891
-0.58,-0.3,0.37645241165601
0.52,0.98,-0.60677981307536
0.73,-0.97,1.3777817170588
0.9,0.39,0.28086600929404
0.66,-0.55,1.2104245605115
-0.8,-0.63,1.2450643782591
0.9,-0.79,1.7330081919866
0.33,-0.07,0.21196552731479
0.05,-0.84,0.6403921405857
0.64,0.31,-0.1498314710075
-0.44,-0.72,0.78473616953283
0.34,-0.8,0.8731291198974
-0.45,0.32,-0.20233672747207
-0.59,-0.83,1.3785773464745
-0.32,0.4,-0.32538966845643
-0.84,0.11,0.51322020693561
-0.9,0.69,0.37072638543872
0.08,0.84,-0.39018621686376
0.72,-0.02,0.2737873341258
0.23,0.37,-0.25766951045155
0.43,0.43,-0.31404645995151
0.75,0.32,-0.051183723942842
0.64,0.08,0.46163377244915
-0.75,-0.31,0.89979514213894
0.25,0.9,-0.6261846729094
1,0.82,0.31955277918708
-0.83,0.33,0.31931642022644
-0.99,-0.28,1.2571764113284
-0.36,-0.57,1.1220137713355
-0.11,0.33,-0.53358531364316
0.84,0.06,0.83552697323441
-0.57,0.94,-0.60262931537096
-0.26,0.52,-0.61470606589727
0.77,-0.55,1.4568135901613
-0.51,-0.01,0.19820136954305
0.83,0.92,-0.23322777471313
-0.58,0.58,-0.33147882106135
0.23,-0.95,0.72042617899896
-0.34,0.49,-0.3325805523452
-0.25,0.91,-0.55820252683025
0.38,-0.26,0.5911643355227
0.72,0.55,-0.017488443080195
-0.93,0.74,0.3897214479828
-0.73,-0.28,1.0991046278302
-0.84,0.17,0.76175606657075
-0.95,1,-0.057342141161424
-0.78,-0.51,0.76862175960451
0.93,-0.04,0.81883207007533
-1,0.7,0.56714045591212
0.42,-0.5,0.40032129446733
-0.31,0.25,-0.28700654699731
-0.59,0.12,-0.022721585953055
-0.17,0.65,-0.39261161220271
0.18,0.49,-0.60837729386895
0.13,0.93,-1.0763712745453
0.39,-0.49,0.6586960523388
-0.33,0.11,-0.20993802521152
-0.95,-0.26,1.3795327314593
-0.16,-0.68,0.7933705005541
0.47,0.01,0.50937392172315
0.49,0.52,-0.53564122591105
0,0.72,-0.40549353372351
-1,-0.07,1.0959726826229
-0.32,-0.99,1.2307384462927
-0.37,-0.9,1.0629032158874
